Date,Close,High,Low,Open,Volume,Stock
2022-08-16,2903.659423828125,2954.0976115105877,2897.6640396009266,2954.0976115105877,51581,OFSS
2022-08-17,2929.247802734375,2944.626897542843,2896.708371181596,2918.8212690163123,55222,OFSS
2022-08-18,2908.7421875,2936.7200104157864,2889.9310678593415,2932.462594019521,62023,OFSS
2022-08-19,2900.401123046875,2932.462629612624,2889.1057114365153,2911.6095620242672,52683,OFSS
2022-08-22,2857.130859375,2897.6204368298604,2842.9681090710087,2897.6204368298604,53666,OFSS
2022-08-23,2823.114013671875,2856.2183402952905,2820.377133652297,2837.7546883882937,57951,OFSS
2022-08-24,2817.510009765625,2838.015610770707,2781.277847801014,2823.8528601541066,28565,OFSS
2022-08-25,2799.3505859375,2834.2794316641553,2794.311052186365,2832.3679428974137,40800,OFSS
2022-08-26,2805.823486328125,2831.6725995024726,2796.04861159833,2803.781538755447,53770,OFSS
2022-08-29,2740.57080078125,2789.010737649826,2728.2762648847884,2770.894762976894,170257,OFSS
2022-08-30,2754.21240234375,2766.7676442336633,2744.3505543794663,2752.257427277309,109110,OFSS
2022-09-01,2697.0400390625,2761.8581923380234,2691.0881415866943,2753.473606849796,111906,OFSS
2022-09-02,2734.966552734375,2745.6537918816125,2707.7706357245584,2724.8876977373984,42039,OFSS
2022-09-05,2713.9833984375,2757.8182426987023,2706.554450537636,2735.227419034504,61418,OFSS
2022-09-06,2686.396484375,2731.79535043744,2673.6672970441045,2731.751864120796,102043,OFSS
2022-09-07,2671.4951171875,2695.0852773903393,2662.4588726676357,2684.8324766396327,160666,OFSS
2022-09-08,2728.276123046875,2752.6046999402865,2686.569991229598,2686.569991229598,100885,OFSS
2022-09-09,2756.036865234375,2771.720151779049,2701.2108039291825,2752.6048403874693,103349,OFSS
2022-09-12,2787.79443359375,2797.7865283378137,2763.031416184549,2771.7201942228653,84569,OFSS
2022-09-13,2784.7099609375,2814.0345877221635,2774.0662075119553,2814.0345877221635,51166,OFSS
2022-09-14,2728.449951171875,2758.6869402178886,2715.2430513955596,2745.65377357119,92285,OFSS
2022-09-15,2701.94921875,2742.786474843918,2690.65380748998,2742.786474843918,60425,OFSS
2022-09-16,2638.347412109375,2706.5978050113176,2628.3553175138677,2706.5543186960986,164868,OFSS
2022-09-19,2606.06884765625,2656.984962065043,2599.943216427075,2648.252697302464,104666,OFSS
2022-09-20,2622.88134765625,2649.208387173215,2615.322153293335,2630.961953545587,88726,OFSS
2022-09-21,2617.9287109375,2641.822849520567,2606.6767862849642,2628.702710392702,62697,OFSS
2022-09-22,2615.4091796875,2632.699763248244,2598.335603450798,2615.322207055186,48473,OFSS
2022-09-23,2601.15966796875,2646.602023536569,2595.4252012354937,2615.409392483472,64776,OFSS
2022-09-26,2567.9248046875,2601.1593799305524,2538.122254266096,2601.1593799305524,65619,OFSS
2022-09-27,2604.11376953125,2624.0109865314143,2573.833292997577,2597.9446522281223,71022,OFSS
2022-09-28,2563.1025390625,2600.551257118596,2554.5877063195685,2597.857651085468,87997,OFSS
2022-09-29,2563.1025390625,2593.6002347140025,2543.9439532625343,2593.6002347140025,86801,OFSS
2022-09-30,2591.427978515625,2597.944561864784,2541.945431376683,2553.1973562005583,50552,OFSS
2022-10-03,2538.6435546875,2603.9831187690593,2528.3472685447923,2593.600072128754,66371,OFSS
2022-10-04,2602.462890625,2623.9241310673633,2565.7962878267385,2597.7710350922466,106794,OFSS
2022-10-06,2640.12841796875,2654.4214139257574,2604.9388705828273,2623.141816249382,91589,OFSS
2022-10-07,2578.8291015625,2645.558953624289,2568.837007671675,2640.1284678140582,135898,OFSS
2022-10-10,2576.3095703125,2592.6877890612295,2542.1191450837996,2556.238408899099,83613,OFSS
2022-10-11,2527.696044921875,2591.602056563586,2523.2214086112663,2589.2126423508857,105554,OFSS
2022-10-12,2534.907470703125,2560.5828518708354,2520.614473456835,2520.614473456835,99300,OFSS
2022-10-13,2545.76806640625,2550.1559410302825,2524.2633442459437,2550.1559410302825,52621,OFSS
2022-10-14,2560.843505859375,2593.6001555150824,2556.455630674791,2584.8678914602883,77922,OFSS
2022-10-17,2554.718017578125,2568.837282193598,2546.0292393532186,2568.837282193598,58493,OFSS
2022-10-18,2562.494384765625,2588.169766375994,2554.7179708223307,2567.5339184695135,98240,OFSS
2022-10-19,2567.96826171875,2586.9098396225036,2559.062264532955,2574.571817654197,84685,OFSS
2022-10-20,2537.16650390625,2551.806966645143,2508.102585736546,2515.4010739495134,127944,OFSS
2022-10-21,2534.342529296875,2549.8953553461793,2530.3890933182493,2549.8953553461793,62441,OFSS
2022-10-24,2550.677734375,2563.18948974478,2541.5110312317647,2562.3206119516462,10019,OFSS
2022-10-25,2532.778564453125,2547.9839246170804,2530.389150713075,2547.9839246170804,91366,OFSS
2022-10-27,2523.959716796875,2538.3829607405028,2505.1918718030006,2537.557569271018,102897,OFSS
